class_id,class_school,class_city,class_grade_inferred,class_total_missions,class_total_tasks,class_total_students,class_first_activity_date,class_last_activity_date,class_avg_quiz_seconds_taken,class_has_multi_week_activity,class_avg_completion_rate,class_distinct_task_names_by_id,class_peak_activity_slot
class_132,縣立清溝國小,宜蘭縣,5,2,1,10,2025-02-17 00:57:00.000000 UTC,2025-02-20 08:26:00.000000 UTC,71.372670807453500,FALSE,0.63157894736842100,五上［異分母分數的比較與加減］,課後輔導
class_133,市立東門國小,桃園市,,2,2,10,2025-02-20 08:39:00.000000 UTC,2025-02-20 08:40:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］&四上［同分母分數加減］,無資料
class_134,市立龍潭國小,臺南市,6,3,3,10,2025-03-03 11:55:00.000000 UTC,2025-03-17 11:59:00.000000 UTC,23.683246073298400,TRUE,0.70000000000000000,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_135,市立內定國小,桃園市,,1,1,10,2025-03-12 06:54:00.000000 UTC,2025-03-12 06:54:00.000000 UTC,61.620689655172400,FALSE,0.3,五上［異分母分數的比較與加減］,課後輔導
class_136,市立忠義國小,新北市,5,1,1,10,2025-03-13 08:16:00.000000 UTC,2025-03-13 08:16:00.000000 UTC,49.320000000000000,FALSE,0.5,五上［異分母分數的比較與加減］,課後輔導
class_137,縣立壯圍國小,宜蘭縣,4,1,1,10,2025-03-13 08:17:00.000000 UTC,2025-03-13 08:18:00.000000 UTC,75.62809917355370,FALSE,0.90000000000000000,五上［異分母分數的比較與加減］,課後輔導
class_138,市立北勢國小,臺中市,,1,1,10,2025-03-26 07:33:00.000000 UTC,2025-03-26 07:33:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_139,私立上智國小,新竹縣,7,1,1,10,2025-03-28 04:40:00.000000 UTC,2025-03-28 04:40:00.000000 UTC,27.500000000000000,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_140,市立大湖國小,桃園市,,1,1,10,2025-03-28 05:17:00.000000 UTC,2025-03-28 05:17:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_141,市立東陽國小,臺南市,3,1,1,10,2025-04-16 05:40:00.000000 UTC,2025-04-16 05:41:00.000000 UTC,17.41379310344830,FALSE,0.7,三上［認識分數],上課時間
class_142,市立文山國小,臺中市,,1,1,10,2025-05-08 04:09:00.000000 UTC,2025-05-08 04:09:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_143,,新北市,,1,1,10,2025-06-10 07:04:00.000000 UTC,2025-06-10 07:04:00.000000 UTC,5.8000000000000000,FALSE,0.1,四上［同分母分數的比較］,上課時間
class_144,市立關東國小,新竹市,,2,2,9,2025-02-05 02:30:00.000000 UTC,2025-02-07 01:48:00.000000 UTC,21.074866310160400,FALSE,0.82352941176470600,三上［認識分數]&四上［同分母分數的比較］,上課時間
class_145,縣立信義國小,南投縣,5,1,1,9,2025-02-17 06:23:00.000000 UTC,2025-02-17 07:45:00.000000 UTC,197.40400000000000,FALSE,1.0,五上［異分母分數的比較與加減］,上課時間
class_146,市立忠山實驗小學,新北市,4,1,1,9,2025-02-19 04:51:00.000000 UTC,2025-02-19 04:51:00.000000 UTC,38.177777777777800,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_147,市立新市國小,臺南市,4,1,1,9,2025-02-19 07:24:00.000000 UTC,2025-02-19 07:24:00.000000 UTC,46.15000000000000,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_148,縣立富世國小,花蓮縣,5,1,1,9,2025-02-25 07:15:00.000000 UTC,2025-02-25 08:12:00.000000 UTC,66.533333333333300,FALSE,0.88888888888888900,五上［異分母分數的比較與加減］,課後輔導
class_149,楊梅國中秀才分校,桃園市,6,4,4,9,2025-03-04 08:15:00.000000 UTC,2025-03-20 07:59:00.000000 UTC,26.446529080675400,TRUE,0.75,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導
class_150,市立西門國小,新竹市,5,3,3,9,2025-03-10 08:24:00.000000 UTC,2025-05-15 09:14:00.000000 UTC,50.469642857142900,TRUE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導
class_151,縣立康樂國小,花蓮縣,3,1,1,9,2025-03-14 07:59:00.000000 UTC,2025-03-18 00:34:00.000000 UTC,25.276119402985100,TRUE,1.0,三上［認識分數],上課時間
class_152,市立文德國小,高雄市,5,1,1,9,2025-03-18 08:35:00.000000 UTC,2025-03-18 08:35:00.000000 UTC,29.44,FALSE,0.1111111111111110,五上［異分母分數的比較與加減］,課後輔導
class_153,縣立玉里國小,花蓮縣,6,1,1,9,2025-04-09 01:49:00.000000 UTC,2025-04-09 01:49:00.000000 UTC,74.427927927927900,FALSE,1.0,五上［異分母分數的比較與加減］,課後輔導
class_154,市立嘉北國小,嘉義市,4,5,3,9,2025-05-09 08:13:00.000000 UTC,2025-06-10 07:43:00.000000 UTC,28.353153153153200,TRUE,0.55555555555555500,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_155,市立古亭國小,臺北市,,1,1,9,2025-05-15 05:54:00.000000 UTC,2025-05-15 05:54:00.000000 UTC,6.7523809523809500,FALSE,0.77777777777777800,三上［認識分數],上課時間
class_156,市立五光國小,臺中市,,2,2,8,2025-02-03 14:33:00.000000 UTC,2025-02-05 00:57:00.000000 UTC,28.267441860465100,FALSE,0.75,三上［認識分數]&四上［同分母分數的比較］,上課時間
class_157,市立陽明國小,高雄市,4,2,2,8,2025-02-11 09:16:00.000000 UTC,2025-02-11 09:18:00.000000 UTC,41.213793103448300,FALSE,0.81250000000000000,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_158,縣立水尾國小,彰化縣,,1,1,8,2025-02-12 02:49:00.000000 UTC,2025-02-12 02:49:00.000000 UTC,96.125,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_159,市立公館國小,臺北市,3,3,1,8,2025-02-18 09:19:00.000000 UTC,2025-05-15 06:36:00.000000 UTC,26.383333333333300,TRUE,0.8571428571428570,三上［認識分數],課後輔導
class_160,縣立芎林國中,新竹縣,3,2,2,8,2025-02-23 06:18:00.000000 UTC,2025-02-23 06:19:00.000000 UTC,47.878048780487800,FALSE,0.25000000000000000,四上［同分母分數的比較］&五上［異分母分數的比較與加減］,課後輔導
class_161,楊梅國中秀才分校,桃園市,,1,1,8,2025-02-25 07:59:00.000000 UTC,2025-02-25 07:59:00.000000 UTC,54.389937106918200,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_162,市立建國國小,臺中市,5,1,1,8,2025-02-26 06:45:00.000000 UTC,2025-02-26 06:45:00.000000 UTC,91.902597402597400,FALSE,0.75,五上［異分母分數的比較與加減］,課後輔導
class_163,市立百福國中,基隆市,5,2,2,8,2025-03-03 08:26:00.000000 UTC,2025-03-24 08:38:00.000000 UTC,46.277056277056300,TRUE,0.923076923076923,四上［同分母分數的比較］&五上［異分母分數的比較與加減］,課後輔導
class_164,市立龍潭國小,臺南市,4,3,3,8,2025-03-06 08:17:00.000000 UTC,2025-04-08 08:41:00.000000 UTC,34.507075471698100,TRUE,1.0,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_165,楊梅國中秀才分校,桃園市,3,2,1,8,2025-03-11 08:21:00.000000 UTC,2025-03-11 08:28:00.000000 UTC,30.393442622950800,FALSE,1.0,三上［認識分數],課後輔導
class_166,縣立三民國小,宜蘭縣,3,2,1,8,2025-03-17 05:26:00.000000 UTC,2025-03-17 05:37:00.000000 UTC,23.232758620689700,FALSE,1.0,三上［認識分數],上課時間
class_167,市立三光國小,新北市,5,1,1,8,2025-03-18 06:48:00.000000 UTC,2025-03-18 06:48:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_168,市立松竹國小,臺中市,4,1,1,8,2025-03-20 05:19:00.000000 UTC,2025-03-20 05:19:00.000000 UTC,53.012345679012300,FALSE,0.375,四上［同分母分數加減］,課後輔導
class_169,縣立復興國小,花蓮縣,,1,1,8,2025-03-25 23:49:00.000000 UTC,2025-03-25 23:49:00.000000 UTC,70.2,FALSE,0.25,四上［同分母分數的比較］,上課時間
class_170,市立海埔國小,高雄市,4,1,1,8,2025-03-28 05:25:00.000000 UTC,2025-03-28 05:25:00.000000 UTC,44.623655913978500,FALSE,0.25,五上［異分母分數的比較與加減］,課後輔導
class_171,楊梅國中秀才分校,桃園市,3,1,1,8,2025-04-07 08:02:00.000000 UTC,2025-04-07 08:02:00.000000 UTC,22.444444444444400,FALSE,0.375,三上［認識分數],課後輔導
class_172,市立新市國小,臺南市,3,2,1,8,2025-04-30 07:31:00.000000 UTC,2025-05-21 01:11:00.000000 UTC,35.867924528301900,TRUE,0.6875,三上［認識分數],課後輔導
class_173,縣立椰油國小,臺東縣,4,3,3,8,2025-04-30 07:55:00.000000 UTC,2025-05-07 02:59:00.000000 UTC,59.413711583924400,TRUE,0.95833333333333300,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_174,,花蓮縣,3,1,1,8,2025-05-13 05:37:00.000000 UTC,2025-05-13 05:43:00.000000 UTC,14.1,FALSE,0.25000000000000000,三上［認識分數],上課時間
class_175,楊梅國中秀才分校,桃園市,,1,1,8,2025-05-20 08:30:00.000000 UTC,2025-05-20 08:30:00.000000 UTC,31.675000000000000,FALSE,1.0,三上［認識分數],課後輔導
class_176,縣立水尾國小,彰化縣,4,1,1,8,2025-05-28 01:34:00.000000 UTC,2025-05-28 01:34:00.000000 UTC,71.642857142857100,FALSE,0.875,四上［同分母分數的比較］,上課時間
class_177,市立內新國小,臺中市,4,1,1,8,2025-05-29 07:38:00.000000 UTC,2025-05-29 07:38:00.000000 UTC,41.87755102040820,FALSE,0.5,四上［同分母分數的比較］,課後輔導
class_178,市立中正國小,新北市,4,1,1,8,2025-06-09 06:58:00.000000 UTC,2025-06-09 06:58:00.000000 UTC,16.333333333333300,FALSE,0.25,四上［同分母分數的比較］,上課時間
class_179,市立中正國小,新北市,4,2,2,8,2025-06-09 07:04:00.000000 UTC,2025-06-09 07:06:00.000000 UTC,33.831932773109200,FALSE,0.25,四上［同分母分數的比較］&四上［同分母分數加減］,早自習
class_180,市立西門國小,桃園市,,1,1,7,2025-02-06 01:57:00.000000 UTC,2025-02-06 01:57:00.000000 UTC,24.561797752809000,FALSE,0.85714285714285700,三上［認識分數],上課時間
class_181,縣立崎峰國小,屏東縣,3,1,1,7,2025-02-09 15:22:00.000000 UTC,2025-02-11 01:50:00.000000 UTC,17.866666666666700,TRUE,0.85714285714285700,三上［認識分數],上課時間
class_182,市立山上國小,臺南市,,1,1,7,2025-02-11 08:16:00.000000 UTC,2025-02-11 08:16:00.000000 UTC,62.645714285714300,FALSE,1.0,五上［異分母分數的比較與加減］,課後輔導
class_183,市立錦湖國小,臺南市,3,1,1,7,2025-02-13 00:12:00.000000 UTC,2025-02-13 00:12:00.000000 UTC,40.238095238095300,FALSE,1.0,三上［認識分數],上課時間
class_184,市立龍泉國小,臺中市,5,1,1,7,2025-02-14 08:18:00.000000 UTC,2025-03-04 09:02:00.000000 UTC,39.057692307692300,TRUE,1.0,五上［異分母分數的比較與加減］,上課時間
class_185,縣立草屯國小,南投縣,,1,1,7,2025-02-20 08:21:00.000000 UTC,2025-02-20 08:21:00.000000 UTC,40.58,FALSE,0.85714285714285700,三上［認識分數],課後輔導
class_186,市立楠陽國小,高雄市,3,1,1,7,2025-03-03 08:25:00.000000 UTC,2025-03-03 08:50:00.000000 UTC,20.178082191780800,FALSE,0.7142857142857140,三上［認識分數],課後輔導
class_187,,新北市,6,1,1,7,2025-03-13 07:55:00.000000 UTC,2025-03-20 07:12:00.000000 UTC,58.255813953488400,TRUE,0.7142857142857140,五上［異分母分數的比較與加減］,課後輔導
class_188,市立龍潭國小,臺南市,6,2,2,7,2025-03-17 11:56:00.000000 UTC,2025-03-17 11:57:00.000000 UTC,80.700000000000000,FALSE,0.083333333333333300,三上［認識分數]&四上［同分母分數的比較］,放學後
class_189,市立頭汴國小,臺中市,4,6,3,7,2025-03-18 08:50:00.000000 UTC,2025-05-13 08:45:00.000000 UTC,37.520895522388100,TRUE,1.0,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_190,市立文德國小,新北市,4,2,2,7,2025-03-20 08:12:00.000000 UTC,2025-03-31 08:35:00.000000 UTC,21.348148148148200,TRUE,0.46153846153846200,三上［認識分數]&四上［同分母分數的比較］,課後輔導
class_191,縣立龍港國小,嘉義縣,3,1,1,7,2025-03-23 23:50:00.000000 UTC,2025-03-23 23:50:00.000000 UTC,31.986842105263200,FALSE,0.85714285714285700,三上［認識分數],上課時間
class_192,縣立水上國小,嘉義縣,,1,1,7,2025-03-24 06:08:00.000000 UTC,2025-03-24 06:08:00.000000 UTC,27.91208791208790,FALSE,1.0,三上［認識分數],課後輔導
class_193,國立臺東大學,臺東縣,6,2,1,7,2025-04-01 08:25:00.000000 UTC,2025-04-01 08:36:00.000000 UTC,41.371859296482400,FALSE,0.88888888888888900,五上［異分母分數的比較與加減］,課後輔導
class_194,縣立竹興國小,苗栗縣,4,2,2,7,2025-04-11 06:37:00.000000 UTC,2025-04-18 05:19:00.000000 UTC,38.780612244898000,TRUE,0.71428571428571400,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_195,縣立大同國小,屏東縣,6,1,1,7,2025-04-12 04:02:00.000000 UTC,2025-04-14 08:30:00.000000 UTC,30.733333333333300,TRUE,0.0,五上［異分母分數的比較與加減］,無資料
class_196,縣立隙頂國小,嘉義縣,3,1,1,7,2025-04-16 12:18:00.000000 UTC,2025-04-16 12:18:00.000000 UTC,17.066666666666700,FALSE,0.2857142857142860,三上［認識分數],放學後
class_197,市立永寧國小,臺中市,3,2,2,7,2025-04-23 05:06:00.000000 UTC,2025-04-23 07:42:00.000000 UTC,151.93464052287600,FALSE,0.85714285714285700,三上［認識分數]&四上［同分母分數加減］,上課時間
class_198,縣立大城國小,彰化縣,4,2,2,7,2025-05-07 05:10:00.000000 UTC,2025-05-07 05:10:00.000000 UTC,41.595419847328300,FALSE,0.4285714285714290,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_199,縣立安興國小,新竹縣,3,1,1,7,2025-05-09 06:06:00.000000 UTC,2025-05-23 06:28:00.000000 UTC,20.560000000000000,TRUE,0.7142857142857140,三上［認識分數],上課時間
class_200,市立武漢國中,桃園市,10,1,1,7,2025-05-13 04:58:00.000000 UTC,2025-05-14 03:10:00.000000 UTC,41.425,FALSE,0.28571428571428600,四上［同分母分數的比較］,課後輔導
class_201,縣立水利國小,屏東縣,2,1,1,7,2025-05-15 02:41:00.000000 UTC,2025-05-15 02:41:00.000000 UTC,17.066666666666700,FALSE,0.85714285714285700,三上［認識分數],上課時間
class_202,市立立人國小,臺南市,3,1,1,7,2025-05-19 07:52:00.000000 UTC,2025-05-19 07:52:00.000000 UTC,18.142857142857100,FALSE,0.14285714285714300,三上［認識分數],課後輔導
class_203,,臺北市,,1,1,7,2025-05-22 11:09:00.000000 UTC,2025-05-22 11:12:00.000000 UTC,10.893939393939400,FALSE,0.4285714285714290,四上［同分母分數加減］,放學後
class_204,楊梅國中秀才分校,桃園市,4,3,1,7,2025-05-27 07:34:00.000000 UTC,2025-05-27 08:14:00.000000 UTC,23.73,FALSE,0.25000000000000000,四上［同分母分數的比較］,課後輔導
class_205,縣立北葉國小,屏東縣,,1,1,6,2025-02-05 00:52:00.000000 UTC,2025-02-05 00:59:00.000000 UTC,46.53571428571430,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_206,楊梅國中秀才分校,桃園市,,1,1,6,2025-02-07 00:33:00.000000 UTC,2025-02-07 01:05:00.000000 UTC,71.220000000000000,FALSE,1.0,五上［異分母分數的比較與加減］,上課時間
class_207,市立三慈國小,臺南市,4,1,1,6,2025-02-07 06:02:00.000000 UTC,2025-02-07 06:02:00.000000 UTC,39.0625,FALSE,0.66666666666666700,四上［同分母分數的比較］,課後輔導
class_208,縣立西勢國小,屏東縣,,1,1,6,2025-02-12 01:55:00.000000 UTC,2025-02-12 01:55:00.000000 UTC,23.825000000000000,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_209,縣立尖山國小,雲林縣,,1,1,6,2025-02-13 06:36:00.000000 UTC,2025-02-13 06:36:00.000000 UTC,63.715789473684200,FALSE,1.0,五上［異分母分數的比較與加減］,上課時間
class_210,縣立五結國小,宜蘭縣,3,1,1,6,2025-02-13 08:13:00.000000 UTC,2025-02-13 08:13:00.000000 UTC,39.344444444444400,FALSE,1.0,三上［認識分數],課後輔導
class_211,市立彭福國小,新北市,6,3,3,6,2025-02-13 08:13:00.000000 UTC,2025-02-27 08:20:00.000000 UTC,34.069587628866000,TRUE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導
class_212,,宜蘭縣,,1,1,6,2025-02-13 08:56:00.000000 UTC,2025-02-14 08:10:00.000000 UTC,21.700000000000000,FALSE,0.66666666666666700,四上［同分母分數的比較］,課後輔導
class_213,楊梅國中秀才分校,桃園市,,1,1,6,2025-02-20 08:57:00.000000 UTC,2025-02-20 09:14:00.000000 UTC,21.190000000000000,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_214,市立石門國小,桃園市,5,1,1,6,2025-02-25 08:06:00.000000 UTC,2025-02-25 08:06:00.000000 UTC,82.066115702479400,FALSE,0.66666666666666700,五上［異分母分數的比較與加減］,課後輔導
class_215,縣立明利國小,花蓮縣,3,3,1,6,2025-02-27 04:44:00.000000 UTC,2025-03-27 07:18:00.000000 UTC,30.395973154362400,TRUE,0.55555555555555600,三上［認識分數],課後輔導
class_216,縣立北濱國小,花蓮縣,4,1,1,6,2025-02-27 07:28:00.000000 UTC,2025-04-10 08:00:00.000000 UTC,32.825000000000000,TRUE,1.0,四上［同分母分數的比較］,課後輔導
class_217,市立三峽國小,新北市,6,1,1,6,2025-03-03 07:14:00.000000 UTC,2025-03-03 07:14:00.000000 UTC,60.765100671140900,FALSE,1.0,五上［異分母分數的比較與加減］,課後輔導
class_218,,新竹市,3,1,1,6,2025-03-05 00:09:00.000000 UTC,2025-03-05 00:32:00.000000 UTC,34.293333333333300,FALSE,0.66666666666666700,三上［認識分數],早自習
class_219,縣立文澳國小,澎湖縣,3,1,1,6,2025-03-06 07:23:00.000000 UTC,2025-03-06 07:23:00.000000 UTC,23.066666666666700,FALSE,1.0,三上［認識分數],上課時間
class_220,縣立文澳國小,澎湖縣,5,1,1,6,2025-03-06 08:30:00.000000 UTC,2025-03-20 08:18:00.000000 UTC,32.71428571428570,TRUE,0.83333333333333300,五上［異分母分數的比較與加減］,課後輔導
class_221,縣立文華國小,苗栗縣,,1,1,6,2025-03-14 03:29:00.000000 UTC,2025-03-14 03:29:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_222,縣立五結國小,宜蘭縣,4,2,2,6,2025-03-17 08:35:00.000000 UTC,2025-03-20 08:56:00.000000 UTC,32.784615384615400,FALSE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_223,市立二橋國小,新北市,,1,1,6,2025-03-18 08:14:00.000000 UTC,2025-03-18 08:14:00.000000 UTC,61.2121212121212,FALSE,0.83333333333333300,四上［同分母分數加減］,課後輔導
class_224,市立龍潭國小,臺南市,4,3,3,6,2025-03-25 08:04:00.000000 UTC,2025-05-15 08:49:00.000000 UTC,34.400000000000000,TRUE,0.72222222222222200,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_225,市立介壽國小,新北市,3,1,1,6,2025-04-26 06:18:00.000000 UTC,2025-04-26 06:18:00.000000 UTC,13.91111111111110,FALSE,0.83333333333333300,三上［認識分數],課後輔導
class_226,市立長億國小,臺中市,4,1,1,6,2025-05-12 08:30:00.000000 UTC,2025-05-12 08:30:00.000000 UTC,34.061728395061700,FALSE,1.0,三上［認識分數],課後輔導
class_227,縣立水源國小,花蓮縣,6,1,1,6,2025-05-12 08:34:00.000000 UTC,2025-05-12 08:34:00.000000 UTC,33.991666666666700,FALSE,1.0,四上［同分母分數加減］,課後輔導
class_228,市立文化國小,桃園市,5,3,3,6,2025-05-12 13:22:00.000000 UTC,2025-05-12 13:23:00.000000 UTC,20.624000000000000,FALSE,0.38888888888888900,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_229,市立中正國小,新北市,4,1,1,6,2025-05-20 05:08:00.000000 UTC,2025-05-20 05:08:00.000000 UTC,22.083333333333300,FALSE,0.33333333333333300,四上［同分母分數的比較］,上課時間
class_230,,臺北市,,1,1,6,2025-05-22 09:31:00.000000 UTC,2025-05-22 09:32:00.000000 UTC,14.066666666666700,FALSE,0.66666666666666700,三上［認識分數],課後輔導
class_231,,臺北市,,1,1,6,2025-05-22 11:09:00.000000 UTC,2025-05-22 11:09:00.000000 UTC,10.955555555555600,FALSE,0.5,三上［認識分數],放學後
class_232,,臺北市,,1,1,6,2025-05-22 11:09:00.000000 UTC,2025-05-22 11:09:00.000000 UTC,9.9833333333333300,FALSE,0.66666666666666700,三上［認識分數],放學後
class_233,縣立明利國小,花蓮縣,4,2,2,6,2025-06-02 06:30:00.000000 UTC,2025-06-02 06:30:00.000000 UTC,14.086956521739100,FALSE,0.33333333333333300,三上［認識分數]&四上［同分母分數的比較］,課後輔導
class_234,市立高峰國小,新竹市,4,2,2,6,2025-06-02 07:17:00.000000 UTC,2025-06-05 07:54:00.000000 UTC,42.227272727272700,FALSE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_235,縣立潮州國小,屏東縣,3,1,1,6,2025-06-10 08:31:00.000000 UTC,2025-06-10 08:31:00.000000 UTC,37.155555555555600,FALSE,0.66666666666666700,三上［認識分數],課後輔導
class_236,市立東門國小,新竹市,,2,2,5,2025-02-04 01:19:00.000000 UTC,2025-02-04 01:19:00.000000 UTC,33.020000000000000,FALSE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_237,縣立合橫國小,澎湖縣,4,1,1,5,2025-02-17 08:12:00.000000 UTC,2025-02-17 08:12:00.000000 UTC,26.750000000000000,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_238,縣立草屯國小,南投縣,,1,1,5,2025-02-17 08:37:00.000000 UTC,2025-02-17 08:37:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_239,,花蓮縣,,2,2,5,2025-02-25 07:57:00.000000 UTC,2025-03-06 08:36:00.000000 UTC,40.206250000000000,TRUE,0.80000000000000000,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_240,市立中原國小,桃園市,6,1,1,5,2025-03-04 03:09:00.000000 UTC,2025-04-28 06:40:00.000000 UTC,,TRUE,0.0,五上［異分母分數的比較與加減］,無資料
class_241,楊梅國中秀才分校,桃園市,5,1,1,5,2025-03-04 04:43:00.000000 UTC,2025-03-04 07:35:00.000000 UTC,87.919540229885100,FALSE,0.6,五上［異分母分數的比較與加減］,課後輔導
class_242,縣立久美國小,南投縣,,4,3,5,2025-03-04 07:08:00.000000 UTC,2025-03-10 00:55:00.000000 UTC,27.755102040816300,TRUE,0.66666666666666700,三上［認識分數]&四上［同分母分數的比較］&五上［異分母分數的比較與加減］,課後輔導
class_243,市立長興國小,臺南市,,3,3,5,2025-03-10 06:53:00.000000 UTC,2025-03-20 09:04:00.000000 UTC,30.288135593220300,TRUE,0.45454545454545500,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_244,縣立四結國小,宜蘭縣,,1,1,5,2025-03-10 15:47:00.000000 UTC,2025-03-11 08:19:00.000000 UTC,49.11666666666670,FALSE,0.8,三上［認識分數],課後輔導
class_245,市立協成國小,臺中市,2,6,2,5,2025-03-11 08:12:00.000000 UTC,2025-06-06 07:56:00.000000 UTC,22.024154589372000,TRUE,0.8125,三上［認識分數]&四上［同分母分數的比較］,課後輔導
class_246,楊梅國中秀才分校,桃園市,5,1,1,5,2025-03-17 00:00:00.000000 UTC,2025-03-24 00:07:00.000000 UTC,26.044444444444400,TRUE,0.8,五上［異分母分數的比較與加減］,早自習
class_247,縣立光華國小,南投縣,4,1,1,5,2025-03-18 05:23:00.000000 UTC,2025-03-18 05:23:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_248,市立華龍國小,臺中市,4,1,1,5,2025-03-18 06:05:00.000000 UTC,2025-03-27 01:05:00.000000 UTC,29.7076923076923,TRUE,0.6,四上［同分母分數加減］,學前
class_249,縣立光華國小,南投縣,2,1,1,5,2025-03-18 06:25:00.000000 UTC,2025-03-21 01:49:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_250,縣立復興國小,臺東縣,5,1,1,5,2025-03-20 05:31:00.000000 UTC,2025-03-20 08:29:00.000000 UTC,40.64,FALSE,0.2,五上［異分母分數的比較與加減］,課後輔導
class_251,縣立瑞源國小,臺東縣,4,1,1,5,2025-03-20 08:17:00.000000 UTC,2025-03-20 08:17:00.000000 UTC,76.740740740740700,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_252,,花蓮縣,2,1,1,5,2025-03-25 08:14:00.000000 UTC,2025-03-25 08:14:00.000000 UTC,21.140845070422500,FALSE,0.8,三上［認識分數],課後輔導
class_253,市立外社國小,桃園市,3,1,1,5,2025-03-26 01:12:00.000000 UTC,2025-03-26 01:12:00.000000 UTC,24.615384615384600,FALSE,0.8,三上［認識分數],早自習
class_254,縣立宜昌國中,花蓮縣,3,2,2,5,2025-04-01 04:13:00.000000 UTC,2025-04-01 04:15:00.000000 UTC,,FALSE,0.0,三上［認識分數]&四上［同分母分數的比較］,無資料
class_255,縣立宜昌國中,花蓮縣,3,2,1,5,2025-04-07 02:41:00.000000 UTC,2025-04-08 07:57:00.000000 UTC,35.093750000000000,FALSE,0.83333333333333300,三上［認識分數],上課時間
class_256,市立桃子腳國中(小),新北市,6,3,3,5,2025-04-08 08:31:00.000000 UTC,2025-04-15 04:27:00.000000 UTC,52.240601503759400,TRUE,0.85714285714285700,三上［認識分數]&四上［同分母分數的比較］&五上［異分母分數的比較與加減］,課後輔導
class_257,縣立大成國小,南投縣,5,11,4,5,2025-04-10 05:45:00.000000 UTC,2025-05-22 08:52:00.000000 UTC,29.631386861313800,TRUE,0.96666666666666700,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導
class_258,市立瑞峰國小,臺中市,,2,2,5,2025-04-28 08:45:00.000000 UTC,2025-04-28 08:45:00.000000 UTC,40.561797752809000,FALSE,0.4,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導
class_259,縣立飛沙國小,雲林縣,4,1,1,5,2025-05-14 01:43:00.000000 UTC,2025-05-14 01:43:00.000000 UTC,102.22,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_260,縣立新星國小,新竹縣,5,2,2,5,2025-05-22 01:17:00.000000 UTC,2025-05-22 01:20:00.000000 UTC,18.935483870967700,FALSE,0.90000000000000000,三上［認識分數]&四上［同分母分數的比較］,課後輔導
class_261,縣立平和國小,花蓮縣,4,1,1,5,2025-05-22 08:07:00.000000 UTC,2025-05-22 08:07:00.000000 UTC,49.634146341463400,FALSE,0.4,四上［同分母分數的比較］,上課時間
class_262,,臺北市,,1,1,5,2025-05-22 11:11:00.000000 UTC,2025-05-22 11:14:00.000000 UTC,12.0,FALSE,0.2,三上［認識分數],放學後
class_263,市立福營國中,新北市,3,1,1,5,2025-06-01 02:48:00.000000 UTC,2025-06-07 07:24:00.000000 UTC,14.0,TRUE,0.4,三上［認識分數],上課時間
